Player,Nation,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Position_2,Position,League
Serge Aurier,CIV,Nott'ham Forest,30,1992,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0,Midfielder,Defender,Premier League
Ezequiel Ávila,ARG,Osasuna,29,1994,9.6,37,3.85,23,9,0,4,1,0,7,0.73,3,2,0,2,0,0,Midfielder,Forward,La Liga
Ezequiel Ávila,ARG,Betis,29,1994,3.3,9,2.72,3,0,2,2,2,0,1,0.30,0,0,0,0,1,0,,Forward,La Liga
Taiwo Awoniyi,NGA,Nott'ham Forest,25,1997,11.6,30,2.60,22,0,2,0,4,2,6,0.52,5,0,1,0,0,0,,Forward,Premier League
André Ayew,GHA,Le Havre,33,1989,12.3,27,2.20,18,0,5,2,0,2,1,0.08,1,0,0,0,0,0,,Forward,Ligue 1
Jordan Ayew,GHA,Crystal Palace,31,1991,28.3,72,2.55,40,5,5,7,12,3,12,0.42,10,0,1,0,1,0,Midfielder,Forward,Premier League
Neil El Aynaoui,FRA,Lens,22,2001,17.4,25,1.44,20,0,0,1,3,1,3,0.17,2,0,0,0,1,0,,Midfielder,Ligue 1
Sardar Azmoun,IRN,Roma,28,1995,6.5,18,2.77,10,0,1,5,2,0,5,0.77,1,0,0,2,2,0,Midfielder,Forward,Serie A
César Azpilicueta,ESP,Atlético Madrid,33,1989,15.8,32,2.03,30,2,0,0,0,0,3,0.19,3,0,0,0,0,0,,Defender,La Liga
Paulo Azzi,BRA,Cagliari,29,1994,10.6,25,2.37,18,0,2,4,0,1,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Serie A
Oussama El Azzouzi,MAR,Bologna,22,2001,6.1,10,1.65,8,1,0,0,1,0,3,0.49,3,0,0,0,0,0,,Midfielder,Serie A
Abdellah Baallal,MAR,Clermont Foot,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Iddrisu Baba,GHA,Almería,27,1996,15.9,18,1.13,14,0,0,1,0,3,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Srđan Babić,SRB,Almería,27,1996,1.0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Shavy Babicka,GAB,Toulouse,23,2000,4.1,9,2.17,7,0,0,2,0,0,2,0.48,2,0,0,0,0,0,Midfielder,Forward,Ligue 1
Aliou Badara Baldé,SEN,Nice,20,2002,0.8,5,6.25,2,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Defender,Forward,Ligue 1
Loïc Bade,FRA,Sevilla,23,2000,25.3,20,0.79,18,0,0,1,0,1,4,0.16,3,0,0,1,0,0,,Defender,La Liga
Milan Badelj,CRO,Genoa,34,1989,28.2,57,2.02,51,1,1,2,2,0,13,0.46,11,0,1,1,0,0,,Midfielder,Serie A
Matthias Bader,GER,Darmstadt 98,26,1997,20.0,49,2.45,37,2,3,3,2,2,4,0.20,3,0,0,0,0,1,Midfielder,Defender,Bundesliga
Benoît Badiashile,FRA,Chelsea,22,2001,14.9,23,1.55,18,0,0,2,1,2,3,0.20,3,0,0,0,0,0,,Defender,Premier League
Alex Baena,ESP,Villarreal,22,2001,28.7,151,5.27,93,34,10,9,2,3,22,0.77,14,5,0,2,0,1,Forward,Midfielder,La Liga
Jaime Báez,URU,Frosinone,28,1995,5.6,16,2.88,7,6,1,0,2,0,2,0.36,1,0,0,0,1,0,Midfielder,Forward,Serie A
Nicola Bagnolini,ITA,Bologna,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Leon Bailey,JAM,Aston Villa,25,1997,23.0,97,4.22,70,7,9,7,3,1,11,0.48,7,1,1,2,0,0,Forward,Midfielder,Premier League
Eric Bailly,CIV,Villarreal,29,1994,9.3,3,0.32,2,0,1,0,0,0,1,0.11,1,0,0,0,0,0,,Defender,La Liga
Stefan Bajcetic,ESP,Liverpool,18,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Nedim Bajrami,ALB,Sassuolo,24,1999,14.6,50,3.44,30,10,3,5,1,1,6,0.41,4,1,0,1,0,0,Forward,Midfielder,Serie A
Cédric Bakambu,COD,Betis,32,1991,2.2,5,2.32,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,,Forward,La Liga
Tiemoué Bakayoko,FRA,Lorient,28,1994,14.6,13,0.89,10,1,0,1,0,1,3,0.21,2,0,0,1,0,0,,Midfielder,Ligue 1
Mitchel Bakker,NED,Atalanta,23,2000,4.2,4,0.95,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Ridle Baku,GER,Wolfsburg,25,1998,22.4,59,2.64,50,0,0,5,4,0,1,0.04,1,0,0,0,0,0,Midfielder,Defender,Bundesliga
Dilane Bakwa,FRA,Strasbourg,20,2002,24.2,107,4.42,54,27,13,5,7,1,10,0.41,4,4,1,1,0,0,Midfielder,Forward,Ligue 1
Tommaso Baldanzi,ITA,Empoli,20,2003,8.3,36,4.35,24,4,3,1,4,0,2,0.24,2,0,0,0,0,0,Forward,Midfielder,Serie A
Tommaso Baldanzi,ITA,Roma,20,2003,5.8,23,4.00,12,0,4,3,4,0,1,0.17,0,0,0,1,0,0,Midfielder,Forward,Serie A
Alejandro Balde,ESP,Barcelona,19,2003,15.3,29,1.90,26,0,2,0,1,0,4,0.26,4,0,0,0,0,0,,Defender,La Liga
George Baldock,GRE,Sheffield Utd,30,1993,10.8,16,1.49,10,3,2,0,1,0,2,0.19,1,0,0,0,1,0,,Defender,Premier League
Carlos Baleba,CMR,Brighton,19,2004,14.7,17,1.15,16,0,0,1,0,0,1,0.07,1,0,0,0,0,0,,Midfielder,Premier League
Carlos Baleba,CMR,Lille,19,2004,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Leonardo Balerdi,ARG,Marseille,24,1999,25.2,27,1.07,24,1,1,0,1,0,3,0.12,2,0,0,0,1,0,,Defender,Ligue 1
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Iván Balliu,ALB,Rayo Vallecano,31,1992,31.9,51,1.60,36,9,2,3,0,1,3,0.09,0,2,0,1,0,0,,Defender,La Liga
Fodé Ballo-Touré,SEN,Fulham,26,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Premier League
Folarin Balogun,USA,Monaco,22,2001,18.8,61,3.24,40,0,6,10,5,0,8,0.43,4,0,2,1,1,0,,Forward,Ligue 1
Jonathan Bamba,CIV,Celta Vigo,27,1996,22.0,79,3.58,65,0,6,2,6,0,4,0.18,4,0,0,0,0,0,Forward,Midfielder,La Liga
Mohamed Bamba,CIV,Lorient,21,2001,12.6,32,2.53,24,0,3,2,2,1,3,0.24,3,0,0,0,0,0,,Forward,Ligue 1
Samuel Bamba,GER,Dortmund,19,2004,0.5,2,3.83,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,,Forward,Bundesliga
Lameck Banda,ZAM,Lecce,22,2001,15.0,62,4.14,30,4,15,11,1,1,3,0.20,2,1,0,0,0,0,,Forward,Serie A
Daniel Bandeira,POR,Hellas Verona,23,2000,5.0,12,2.42,11,1,0,0,0,0,1,0.20,1,0,0,0,0,0,,Midfielder,Serie A
Mamady Bangré,BFA,Toulouse,22,2001,1.1,7,6.24,6,0,1,0,0,0,1,0.89,1,0,0,0,0,0,Midfielder,Forward,Ligue 1
Mattia Bani,ITA,Genoa,29,1993,25.6,7,0.27,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Léo Baptistão,BRA,Almería,30,1992,20.4,40,1.93,26,0,4,5,5,0,1,0.05,0,0,0,0,1,0,,Forward,La Liga
Shandon Baptiste,GRN,Brentford,25,1998,2.5,5,1.96,4,0,1,0,0,0,1,0.39,1,0,0,0,0,0,,Midfielder,Premier League
Antonín Barák,CZE,Fiorentina,28,1994,9.0,30,3.34,23,0,1,5,0,1,3,0.33,3,0,0,0,0,0,Forward,Midfielder,Serie A
Valentín Barco,ARG,Brighton,19,2004,3.4,8,2.35,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Defender,Premier League
Bradley Barcola,FRA,Lyon,20,2002,3.0,5,1.67,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Bradley Barcola,FRA,Paris S-G,20,2002,15.2,70,4.60,54,0,13,1,1,1,12,0.79,10,0,1,0,0,1,Midfielder,Forward,Ligue 1
Melvin Bard,FRA,Nice,22,2000,29.5,51,1.73,39,4,1,2,1,4,3,0.10,3,0,0,0,0,0,,Defender,Ligue 1
Nicolò Barella,ITA,Inter,26,1997,31.6,137,4.33,121,1,4,7,3,1,20,0.63,13,0,2,4,1,0,,Midfielder,Serie A
Kike Barja,ESP,Osasuna,26,1997,3.4,12,3.56,9,0,1,1,1,0,1,0.30,1,0,0,0,0,0,Midfielder,Forward,La Liga
Ross Barkley,ENG,Luton Town,29,1993,29.1,104,3.58,67,11,14,6,3,3,11,0.38,6,2,1,1,1,0,,Midfielder,Premier League
Aymen Barkok,MAR,Mainz 05,25,1998,3.6,15,4.21,10,2,1,1,1,0,1,0.28,1,0,0,0,0,0,Forward,Midfielder,Bundesliga
Harvey Barnes,ENG,Newcastle Utd,25,1997,8.9,29,3.25,18,0,5,3,3,0,6,0.67,4,0,2,0,0,0,Midfielder,Forward,Premier League
Leandro Barreiro Martins,LUX,Mainz 05,23,2000,29.0,58,2.00,40,1,1,6,8,2,5,0.17,5,0,0,0,0,0,,Midfielder,Bundesliga
Enzo Barrenechea,ARG,Frosinone,22,2001,31.2,46,1.47,43,1,1,1,0,0,2,0.06,1,1,0,0,0,0,,Midfielder,Serie A
Ander Barrenetxea,ESP,Real Sociedad,21,2001,15.9,41,2.58,27,1,7,2,2,2,4,0.25,2,0,0,2,0,0,Midfielder,Forward,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Pablo Barrios,ESP,Atlético Madrid,20,2003,17.3,43,2.49,35,1,2,3,0,2,2,0.12,2,0,0,0,0,0,,Midfielder,La Liga
Davide Bartesaghi,ITA,Milan,17,2005,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Serie A
Marc Bartra,ESP,Betis,32,1991,2.5,3,1.20,2,0,0,1,0,0,1,0.40,0,0,0,1,0,0,,Defender,La Liga
Federico Baschirotto,ITA,Lecce,26,1996,36.6,22,0.60,18,1,0,2,0,1,1,0.03,1,0,0,0,0,0,,Defender,Serie A
Steven Baseya,FRA,Strasbourg,18,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Chris Basham,ENG,Sheffield Utd,35,1988,3.6,3,0.84,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Premier League
Toma Bašić,CRO,Salernitana,26,1996,12.9,27,2.09,20,4,2,1,0,0,1,0.08,1,0,0,0,0,0,,Midfielder,Serie A
Calvin Bassey,NGA,Fulham,23,1999,25.6,15,0.59,13,0,0,2,0,0,2,0.08,0,0,0,2,0,0,,Defender,Premier League
Alessandro Bastoni,ITA,Inter,24,1999,25.2,63,2.50,54,1,0,4,3,1,6,0.24,6,0,0,0,0,0,,Defender,Serie A
Simone Bastoni,ITA,Empoli,26,1996,8.3,22,2.66,14,7,0,1,0,0,0,0.00,0,0,0,0,0,0,Defender,Midfielder,Serie A
Augusto Batalla,ARG,Granada,27,1996,17.0,6,0.35,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Daniel Batz,GER,Mainz 05,32,1991,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Bundesliga
Maximilian Bauer,GER,Augsburg,23,2000,9.0,4,0.44,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Elias Baum,GER,Eint Frankfurt,17,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Bundesliga
Oliver Baumann,GER,Hoffenheim,33,1990,34.0,6,0.18,3,3,0,0,0,0,1,0.03,0,1,0,0,0,0,,Goalkeeper,Bundesliga
Christoph Baumgartner,AUT,RB Leipzig,23,1999,12.9,45,3.50,31,0,3,5,5,1,5,0.39,3,0,0,1,1,0,Forward,Midfielder,Bundesliga
Bebé,CPV,Rayo Vallecano,33,1990,2.4,8,3.40,3,3,0,2,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,La Liga
Ihlas Bebou,TOG,Hoffenheim,29,1994,18.2,48,2.64,31,0,7,7,2,1,14,0.77,6,0,5,1,1,1,Defender,Forward,Bundesliga
Mohamed Bechikh,FRA,Strasbourg,18,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Ligue 1
Adrian Beck,GER,Heidenheim,26,1997,10.8,29,2.68,22,0,3,3,0,1,4,0.37,3,0,0,1,0,0,Forward,Midfielder,Bundesliga
Owen Beck,WAL,Liverpool,20,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Sheraldo Becker,SUR,Real Sociedad,28,1995,8.6,19,2.22,14,1,1,3,0,0,5,0.58,4,0,0,1,0,0,Midfielder,Forward,La Liga
Sheraldo Becker,SUR,Union Berlin,28,1995,7.2,28,3.91,22,0,2,2,2,0,4,0.56,2,0,0,1,1,0,Midfielder,Forward,Bundesliga
Chris Bedia,CIV,Union Berlin,27,1996,1.6,4,2.48,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Bundesliga
Donny van de Beek,NED,Manchester Utd,26,1997,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Donny van de Beek,NED,Eint Frankfurt,26,1997,4.0,7,1.76,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Bundesliga
Yanis Begraoui,MAR,Toulouse,22,2001,3.3,7,2.11,3,0,0,0,3,1,1,0.30,1,0,0,0,0,0,Midfielder,Forward,Ligue 1
Kevin Behrens,GER,Wolfsburg,32,1991,6.8,18,2.63,15,0,1,2,0,0,2,0.29,2,0,0,0,0,0,,Forward,Bundesliga
Kevin Behrens,GER,Union Berlin,32,1991,14.0,35,2.50,25,0,0,2,7,1,2,0.14,1,0,0,0,1,0,,Forward,Bundesliga
Maximilian Beier,GER,Hoffenheim,20,2002,26.9,76,2.83,47,0,11,7,11,0,10,0.37,2,0,3,3,2,0,Midfielder,Forward,Bundesliga
Jérémie Bela,ANG,Clermont Foot,30,1993,2.3,7,3.07,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Reda Belahyane,FRA,Hellas Verona,19,2004,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
Reda Belahyane,FRA,Nice,19,2004,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Amari'i Bell,JAM,Luton Town,29,1994,19.1,25,1.31,22,0,0,0,2,1,3,0.16,3,0,0,0,0,0,,Defender,Premier League
Stefan Bell,GER,Mainz 05,31,1991,7.4,5,0.68,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,,Defender,Bundesliga
Alaa Bellaarouch,MAR,Strasbourg,21,2002,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Raoul Bellanova,ITA,Torino,23,2000,33.8,96,2.83,74,4,7,4,6,1,9,0.27,9,0,0,0,0,0,,Defender,Serie A
Jean-Ricner Bellegarde,FRA,Wolves,25,1998,10.6,30,2.81,20,2,6,1,1,0,2,0.19,1,0,1,0,0,0,Forward,Midfielder,Premier League
Jean-Ricner Bellegarde,FRA,Strasbourg,25,1998,3.0,6,2.01,4,0,2,0,0,0,3,1.00,2,0,1,0,0,0,Forward,Midfielder,Ligue 1
Héctor Bellerín,ESP,Betis,28,1995,19.0,30,1.58,26,3,0,0,1,0,4,0.21,4,0,0,0,0,0,,Defender,La Liga
Jude Bellingham,ENG,Real Madrid,20,2003,25.7,99,3.85,82,0,8,4,5,0,13,0.51,10,0,1,2,0,0,,Midfielder,La Liga
Jeanuël Belocian,FRA,Rennes,18,2005,16.1,15,0.93,11,2,0,2,0,0,1,0.06,1,0,0,0,0,0,,Defender,Ligue 1
Andrea Belotti,ITA,Fiorentina,29,1993,10.5,25,2.37,15,0,0,5,5,0,1,0.09,1,0,0,0,0,0,,Forward,Serie A
Andrea Belotti,ITA,Roma,29,1993,7.5,23,3.05,11,0,3,3,5,1,6,0.80,3,0,2,1,0,0,,Forward,Serie A
Fran Beltrán,ESP,Celta Vigo,24,1999,27.0,49,1.82,41,3,1,2,2,0,3,0.11,3,0,0,0,0,0,,Midfielder,La Liga
Lucas Beltrán,ARG,Fiorentina,22,2001,18.8,56,2.98,39,0,2,8,6,1,10,0.53,5,0,1,3,1,0,Midfielder,Forward,Serie A
Eliesse Ben Seghir,MAR,Monaco,18,2005,4.8,20,4.21,12,0,2,1,5,0,5,1.05,2,0,1,0,2,0,Forward,Midfielder,Ligue 1
Anis Ben Slimane,TUN,Sheffield Utd,22,2001,4.7,12,2.58,8,1,1,1,0,1,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Wissam Ben Yedder,FRA,Monaco,32,1990,25.7,74,2.88,62,0,3,7,1,1,8,0.31,8,0,0,0,0,0,,Forward,Ligue 1
Carlos Benavídez,URU,Alavés,25,1998,12.6,22,1.74,15,0,0,2,2,3,2,0.16,2,0,0,0,0,0,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Ismaël Bennacer,ALG,Milan,25,1997,12.8,38,2.97,27,4,3,2,1,1,3,0.23,3,0,0,0,0,0,,Midfielder,Serie A
Saïd Benrahma,ALG,West Ham,27,1995,6.9,26,3.77,23,0,3,0,0,0,1,0.15,1,0,0,0,0,0,Midfielder,Forward,Premier League
Saïd Benrahma,ALG,Lyon,27,1995,8.6,38,4.44,26,6,2,2,1,1,4,0.47,4,0,0,0,0,0,Midfielder,Forward,Ligue 1
Ramy Bensebaini,ALG,Dortmund,28,1995,11.5,26,2.27,16,2,2,2,4,0,3,0.26,3,0,0,0,0,0,,Defender,Bundesliga
Nabil Bentaleb,ALG,Lille,28,1994,21.9,38,1.74,34,2,0,0,1,1,5,0.23,5,0,0,0,0,0,,Midfielder,Ligue 1
Rodrigo Bentancur,URU,Tottenham,26,1997,11.2,31,2.78,26,0,1,2,0,2,4,0.36,3,0,0,0,0,1,,Midfielder,Premier League
Daniel Bentley,ENG,Wolves,30,1993,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Premier League
Lucas Beraldo,BRA,Paris S-G,19,2003,11.2,14,1.25,13,1,0,0,0,0,1,0.09,1,0,0,0,0,0,,Defender,Ligue 1
Domenico Berardi,ITA,Sassuolo,28,1994,15.9,64,4.02,49,2,2,7,3,1,5,0.31,3,0,0,1,1,0,,Forward,Serie A
Yuri Berchiche,ESP,Athletic Club,33,1990,21.4,36,1.68,30,1,1,2,2,0,5,0.23,5,0,0,0,0,0,,Defender,La Liga
Álex Berenguer,ESP,Athletic Club,28,1995,17.7,60,3.40,26,25,4,2,2,1,8,0.45,3,3,1,0,0,1,,Forward,La Liga
Bartosz Bereszyński,POL,Empoli,31,1992,19.6,19,0.97,16,1,0,0,2,0,2,0.10,1,0,0,0,1,0,,Defender,Serie A
Jóhann Berg Guðmundsson,ISL,Burnley,32,1990,13.2,50,3.78,28,17,0,2,3,0,5,0.38,3,2,0,0,0,0,Forward,Midfielder,Premier League
Sander Berge,NOR,Burnley,25,1998,33.4,67,2.01,63,0,3,0,1,0,8,0.24,7,0,1,0,0,0,,Midfielder,Premier League
Etrit Berisha,ALB,Empoli,34,1989,14.0,2,0.14,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Medon Berisha,ALB,Lecce,19,2003,2.3,8,3.50,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Serie A
Mergim Berisha,GER,Hoffenheim,25,1998,1.6,4,2.48,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,,Forward,Bundesliga
Mergim Berisha,GER,Augsburg,25,1998,1.4,5,3.69,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,,Forward,Bundesliga
Isaac Bernal,ESP,Sevilla,23,2000,11.5,29,2.51,16,0,8,5,0,0,8,0.69,4,0,2,2,0,0,,Forward,La Liga
Bernardo,BRA,Bochum,28,1995,32.5,46,1.42,32,3,1,4,4,2,4,0.12,2,0,0,2,0,0,,Defender,Bundesliga
Victor Bernth Kristiansen,DEN,Bologna,20,2002,25.6,43,1.68,37,1,2,2,1,0,7,0.27,5,0,0,1,1,0,,Defender,Serie A
Matúš Bero,SVK,Bochum,27,1995,18.5,29,1.57,22,0,0,3,2,2,2,0.11,1,0,0,0,1,0,Forward,Midfielder,Bundesliga
Luke Berry,ENG,Luton Town,31,1992,3.6,6,1.67,2,1,1,2,0,0,1,0.28,0,0,1,0,0,0,Defender,Midfielder,Premier League
Dimitry Bertaud,COD,Montpellier,25,1998,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Jan-Niklas Beste,GER,Heidenheim,24,1999,28.9,123,4.26,43,60,2,7,10,1,20,0.69,9,8,0,1,2,0,Midfielder,Forward,Bundesliga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Beto,GNB,Everton,25,1998,10.6,32,3.03,19,0,6,3,2,2,1,0.09,1,0,0,0,0,0,,Forward,Premier League
Beto,GNB,Udinese,25,1998,0.8,6,7.30,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Serie A
Davide Bettella,ITA,Monza,23,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
Sam Beukema,NED,Bologna,24,1998,28.3,21,0.74,19,0,0,2,0,0,1,0.04,1,0,0,0,0,0,,Defender,Serie A
Jordan Beyer,GER,Burnley,23,2000,13.7,10,0.73,10,0,0,0,0,0,1,0.07,1,0,0,0,0,0,,Defender,Premier League
Pep Biel,ESP,Augsburg,26,1996,3.2,10,3.17,7,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Bundesliga
Jaka Bijol,SVN,Udinese,24,1999,23.2,7,0.30,5,0,0,2,0,0,1,0.04,0,0,0,1,0,0,,Defender,Serie A
El Bilal Touré,MLI,Atalanta,21,2001,4.4,10,2.28,8,0,0,1,1,0,3,0.69,2,0,0,0,1,0,,Forward,Serie A
Philip Billing,DEN,Bournemouth,27,1996,15.5,46,2.96,40,2,1,2,1,0,5,0.32,5,0,0,0,0,0,,Midfielder,Premier League
Cristiano Biraghi,ITA,Fiorentina,30,1992,26.2,77,2.94,37,35,3,0,1,1,11,0.42,3,6,2,0,0,0,,Defender,Serie A
Davide Biraschi,ITA,Genoa,29,1994,1.0,1,1.00,0,0,1,0,0,0,1,1.00,0,0,1,0,0,0,,Defender,Serie A
Samuele Birindelli,ITA,Monza,24,1999,22.4,43,1.92,35,0,1,4,3,0,4,0.18,4,0,0,0,0,0,,Defender,Serie A
Tom Bischof,GER,Hoffenheim,18,2005,2.0,7,3.48,4,2,0,1,0,0,2,0.99,2,0,0,0,0,0,Forward,Midfielder,Bundesliga
Yves Bissouma,MLI,Tottenham,26,1996,23.0,44,1.91,35,2,3,0,0,4,3,0.13,3,0,0,0,0,0,,Midfielder,Premier League
Leonardo Bittencourt,GER,Werder Bremen,29,1993,17.5,46,2.63,43,0,0,2,1,0,3,0.17,2,0,0,0,1,0,,Midfielder,Bundesliga
Marco Bizot,NED,Brest,32,1991,32.0,5,0.16,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Antonio Blanco,ESP,Alavés,23,2000,27.0,45,1.67,39,1,0,2,3,0,1,0.04,1,0,0,0,0,0,,Midfielder,La Liga
Rubén Blanco,ESP,Marseille,28,1995,1.3,1,0.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Hendry Blank,GER,Dortmund,18,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Ludovic Blas,FRA,Rennes,25,1997,17.4,45,2.59,28,5,6,5,1,0,6,0.35,3,0,0,2,1,0,Midfielder,Forward,Ligue 1
Janis Blaswich,GER,RB Leipzig,32,1991,21.0,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Bundesliga
Alexis Blin,FRA,Lecce,26,1996,18.2,31,1.70,26,1,0,2,1,1,4,0.22,2,0,0,1,1,0,,Midfielder,Serie A
Daley Blind,NED,Girona,33,1990,33.0,48,1.45,41,2,3,1,0,1,5,0.15,4,0,0,0,0,1,,Defender,La Liga
Myron Boadu,NED,Monaco,22,2001,0.9,1,1.06,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Benicio Boaitey,ENG,Brighton,19,2004,0.4,2,4.50,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Defender,Forward,Premier League
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Jérôme Boateng,GER,Salernitana,34,1988,2.6,3,1.13,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Oscar Bobb,NOR,Manchester City,20,2003,3.4,22,6.56,16,0,4,1,1,0,6,1.79,3,0,2,0,1,0,Midfielder,Forward,Premier League
Sacha Boey,FRA,Bayern Munich,22,2000,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Bundesliga
Jeremie Boga,CIV,Nice,26,1997,22.2,80,3.60,43,16,14,6,1,0,11,0.50,6,2,3,0,0,0,,Forward,Ligue 1
Jayden Bogle,ENG,Sheffield Utd,23,2000,31.0,33,1.07,26,1,3,1,2,0,1,0.03,0,0,0,1,0,0,,Defender,Premier League
Emil Bohinen,NOR,Genoa,24,1999,0.6,3,4.82,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
